Department,Entity,Pay Date,Product Family,Expense area,Supplier Name,Transaction Number,Net Amount,,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162046,"5,583.24",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162495,"5,666.63",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162159,"5,721.15",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162362,"5,736.62",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5163355,"5,743.52",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5161970,"6,066.91",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162493,"6,074.04",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162545,"6,105.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162336,"6,116.57",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162352,"6,208.95",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162360,"6,319.60",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162876,"6,459.04",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Personnel Related,Support Services,Rullion Engineering Ltd,5162048,"6,500.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162490,"6,577.45",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162563,"6,605.51",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162361,"6,723.46",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162701,"6,834.94",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162435,"7,770.38",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162330,"7,813.29",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162270,"8,015.23",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162500,"8,138.61",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162639,"8,557.52",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162140,"8,612.86",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162372,"8,856.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162378,"8,922.45",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162420,"9,035.63",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162178,"9,166.09",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162370,"9,253.15",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162579,"9,463.52",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162306,"9,483.21",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162380,"9,798.75",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162118,"9,875.27",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162501,"9,931.68",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5163346,"10,141.19",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162224,"10,148.27",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162852,"10,218.62",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162428,"10,310.32",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162514,"10,342.50",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162849,"10,376.25",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162283,"10,701.48",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162180,"10,779.42",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162487,"10,830.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162394,"10,837.82",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162328,"10,894.97",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162848,"10,910.65",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5163097,"10,929.60",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162552,"10,946.25",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162622,"11,137.86",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162850,"11,348.28",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162606,"11,410.92",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162419,"11,418.52",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162329,"11,769.21",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162369,"11,812.50",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162371,"11,812.50",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162332,"11,881.82",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162847,"11,932.22",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162182,"12,117.97",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162310,"12,118.49",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162410,"12,156.02",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162485,"12,230.40",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162144,"12,285.02",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162145,"12,370.97",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5163347,"12,486.51",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162836,"12,639.40",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162335,"12,736.90",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162503,"12,736.91",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162238,"12,796.93",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162497,"12,978.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162436,"12,993.77",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162731,"13,040.65",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162376,"13,129.83",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162603,"13,496.25",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162184,"13,506.78",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162359,"13,715.75",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162165,"13,819.77",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162506,"14,630.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162604,"14,696.27",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162424,"15,654.44",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162623,"16,655.66",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162232,"16,771.77",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5162466,"18,305.91",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Property,Rullion Engineering Ltd,5163098,893.70,,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Property,Rullion Engineering Ltd,5162539,"3,138.91",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Property,Rullion Engineering Ltd,5162226,"3,264.40",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162222,"2,696.84",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162464,"5,802.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162431,"5,826.72",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162427,"6,697.32",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162282,"7,808.64",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162584,"9,037.69",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162447,"10,186.24",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162304,"11,141.94",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162467,"15,224.14",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162468,"16,213.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162469,"18,656.25",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163970,530.63,,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162449,634.20,,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162363,951.78,,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162483,"1,247.04",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162231,"1,454.18",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162524,"1,561.50",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162426,"1,589.28",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162972,"1,807.85",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163647,"1,894.60",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162568,"1,910.27",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162183,"2,038.88",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162573,"2,058.85",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163646,"2,075.64",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162570,"2,122.52",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162252,"2,263.04",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162423,"2,480.79",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162571,"2,547.02",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162996,"2,547.38",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162705,"2,559.60",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162706,"2,559.60",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162572,"2,653.15",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162106,"2,666.25",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162236,"2,800.98",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162486,"2,821.45",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162397,"2,869.88",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162800,"3,155.42",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162162,"3,171.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162234,"3,193.52",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162461,"3,465.56",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162364,"3,481.52",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162150,"3,495.43",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162632,"3,586.80",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5161923,"3,770.55",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162164,"3,778.15",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162477,"3,781.52",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162133,"3,856.79",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162631,"3,881.25",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162198,"3,920.82",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162481,"3,954.93",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162124,"3,982.50",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162293,"4,125.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162789,"4,129.65",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162129,"4,163.42",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162149,"4,261.72",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162130,"4,352.30",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163645,"4,389.15",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162660,"4,519.50",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162480,"4,537.83",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162630,"4,582.50",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163472,"4,616.16",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162131,"4,718.06",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162995,"4,884.10",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162507,"4,953.30",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162339,"5,059.68",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163648,"5,270.87",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162261,"5,368.55",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163012,"5,677.20",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162210,"5,779.52",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163364,"5,855.29",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162978,"5,875.84",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162798,"5,879.25",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162982,"5,883.02",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162241,"6,134.10",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162197,"6,139.92",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162213,"6,721.47",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162482,"6,787.90",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162443,"6,916.88",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163005,"6,938.89",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163649,"7,075.11",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162212,"7,086.62",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162979,"7,153.49",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163008,"7,160.65",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162196,"7,247.39",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163002,"7,300.06",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162980,"7,329.39",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5162981,"7,334.14",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5163010,"7,353.75",,,,,,,,,,,,
