Department,Entity,Pay Date,Product Family,Expense area,Supplier Name,Transaction Number,Net Amount
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148893,"10,450.14"
DESNZ,UKAEA,23/05/2023,Research,Other,HSE - Financial Operations,5148894,"22,957.00"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5148895,"1,423.76"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5148896,"7,615.20"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148897,"6,394.97"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148899,"2,627.81"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148901,"5,000.92"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148902,"5,449.50"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148903,"7,559.33"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148904,"4,539.54"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148905,"8,827.34"
DESNZ,UKAEA,23/05/2023,Engineering Goods,Other,RS Components Ltd,5148906,"1,243.85"
DESNZ,UKAEA,23/05/2023,Professional Services,Fusion,EDF Energy (Thermal Generation) Ltd,5148907,"15,792.65"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148909,"3,058.62"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148910,"6,523.38"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148911,"3,736.01"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148912,"7,543.13"
DESNZ,UKAEA,23/05/2023,ICT,Support Services,DMG MORI UK LIMITED,5148913,640.84
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148919,"11,349.10"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148920,"4,328.80"
DESNZ,UKAEA,23/05/2023,Facilities,Fusion,Engineering Analysis Services Ltd,5148921,"5,522.74"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148924,"10,187.12"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148925,"6,444.58"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148926,"5,108.41"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148927,"5,400.41"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148928,"2,198.70"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5148931,"7,333.20"
DESNZ,UKAEA,23/05/2023,Engineering Goods,Fusion,Pfeiffer Vacuum UK,5148933,633.9
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148934,"2,918.27"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5148935,"9,613.44"
